EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E100561,29.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,27.0,3,2,35.0,3,3,4,1.0,No,22.0,4,10.0,3.0,2,10.0,4.0,1.0,9.0,Yes,2
E100562,22.0,Male,Life Sciences,Divorced,Development,Technical Lead,Travel_Rarely,5.0,3,4,60.0,4,1,2,1.0,Yes,16.0,1,4.0,2.0,2,4.0,2.0,2.0,2.0,No,3
E100564,36.0,Female,Medical,Single,Development,Developer,Travel_Frequently,18.0,1,2,73.0,3,1,4,1.0,No,13.0,1,8.0,2.0,3,8.0,1.0,1.0,7.0,No,3
E100565,40.0,Male,Life Sciences,Married,Development,Technical Lead,Non-Travel,9.0,5,4,63.0,2,2,4,9.0,No,14.0,4,5.0,5.0,1,3.0,2.0,0.0,2.0,No,3
E100569,32.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,4.0,4,4,32.0,1,3,4,1.0,No,11.0,3,14.0,2.0,2,14.0,8.0,9.0,8.0,Yes,3
E100571,27.0,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,20.0,3,4,90.0,3,2,3,1.0,No,14.0,4,7.0,2.0,3,7.0,7.0,0.0,7.0,No,3
E100574,51.0,Male,Life Sciences,Married,Data Science,Data Scientist,Travel_Rarely,8.0,4,2,81.0,2,3,2,5.0,No,16.0,4,16.0,5.0,1,10.0,9.0,4.0,7.0,No,3
E100576,41.0,Female,Life Sciences,Single,Sales,Manager,Travel_Rarely,6.0,3,4,75.0,3,3,4,3.0,Yes,18.0,3,16.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E100577,30.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,26.0,4,3,52.0,2,2,1,5.0,No,15.0,3,9.0,5.0,2,6.0,3.0,0.0,1.0,Yes,3
E100578,29.0,Male,Technical Degree,Single,Development,Developer,Travel_Rarely,1.0,3,3,85.0,3,1,3,0.0,No,14.0,4,7.0,1.0,2,6.0,2.0,1.0,5.0,Yes,3
E100580,45.0,Female,Medical,Single,Sales,Sales Executive,Non-Travel,6.0,3,4,57.0,2,3,4,6.0,No,12.0,4,23.0,2.0,3,19.0,7.0,12.0,8.0,No,3
E100581,54.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,3.0,3,4,52.0,3,2,1,2.0,No,14.0,4,16.0,4.0,3,6.0,2.0,0.0,5.0,No,3
E100582,36.0,Male,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,5.0,2,4,62.0,3,2,2,8.0,No,16.0,4,16.0,3.0,4,13.0,11.0,3.0,7.0,No,3
E100584,37.0,Male,Other,Divorced,Development,Developer,Travel_Frequently,11.0,3,2,47.0,3,3,4,1.0,Yes,14.0,3,10.0,1.0,3,10.0,8.0,0.0,7.0,No,3
E100586,31.0,Male,Medical,Married,Development,Developer,Non-Travel,1.0,4,3,90.0,1,2,3,0.0,No,12.0,4,6.0,2.0,3,5.0,4.0,1.0,4.0,No,3
E100589,37.0,Male,Marketing,Divorced,Sales,Sales Representative,Travel_Frequently,4.0,4,1,41.0,3,1,4,4.0,No,17.0,3,13.0,2.0,3,9.0,8.0,5.0,8.0,No,2
E100590,29.0,Female,Medical,Married,Sales,Sales Executive,Travel_Frequently,1.0,1,2,42.0,3,3,4,1.0,No,14.0,4,11.0,5.0,3,11.0,10.0,4.0,1.0,No,2
E100592,35.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,1.0,3,3,92.0,3,3,3,1.0,No,14.0,1,10.0,3.0,4,10.0,7.0,0.0,8.0,No,4
E100593,29.0,Male,Medical,Single,Development,Developer,Travel_Rarely,18.0,1,3,86.0,2,1,4,1.0,Yes,13.0,3,4.0,3.0,2,4.0,3.0,0.0,1.0,Yes,3
E100594,52.0,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,2.0,3,3,89.0,2,1,4,7.0,No,15.0,2,6.0,3.0,2,2.0,2.0,2.0,2.0,No,3
E100597,42.0,Male,Technical Degree,Married,Development,Developer,Travel_Rarely,4.0,2,3,58.0,3,5,4,1.0,No,11.0,4,22.0,3.0,3,22.0,17.0,11.0,15.0,No,3
E100599,59.0,Male,Medical,Married,Human Resources,Human Resources,Travel_Rarely,6.0,2,2,52.0,3,1,3,8.0,No,17.0,4,7.0,2.0,2,2.0,2.0,2.0,2.0,No,2
E100601,50.0,Female,Medical,Divorced,Sales,Manager,Travel_Rarely,1.0,4,4,68.0,3,5,4,3.0,No,11.0,3,32.0,3.0,2,7.0,0.0,0.0,6.0,No,3
E100603,33.0,Male,Medical,Married,Development,Developer,Travel_Rarely,14.0,3,3,58.0,3,1,4,5.0,Yes,13.0,3,8.0,2.0,1,5.0,4.0,0.0,4.0,Yes,3
E100605,43.0,Female,Marketing,Married,Sales,Manager,Travel_Rarely,16.0,3,4,80.0,3,4,4,5.0,Yes,22.0,3,22.0,3.0,3,17.0,13.0,1.0,9.0,No,4
E100606,33.0,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,2.0,2,1,39.0,3,1,1,7.0,No,20.0,1,13.0,3.0,4,9.0,7.0,1.0,7.0,Yes,3
E100607,52.0,Male,Life Sciences,Single,Sales,Manager,Non-Travel,2.0,4,1,79.0,2,5,3,1.0,Yes,18.0,4,33.0,2.0,4,33.0,7.0,15.0,12.0,No,2
E100609,32.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1.0,3,4,62.0,2,1,3,0.0,Yes,14.0,4,4.0,2.0,1,3.0,2.0,1.0,2.0,Yes,3
E100610,39.0,Female,Medical,Divorced,Data Science,Data Scientist,Travel_Rarely,1.0,4,3,96.0,3,1,3,7.0,No,14.0,3,7.0,1.0,3,3.0,2.0,1.0,2.0,No,3
E100611,32.0,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,26.0,4,3,100.0,3,2,4,0.0,No,18.0,1,4.0,2.0,3,3.0,2.0,2.0,2.0,No,3
E100612,41.0,Male,Life Sciences,Divorced,Data Science,Data Scientist,Travel_Rarely,19.0,2,3,36.0,3,2,1,2.0,No,16.0,1,17.0,2.0,2,1.0,0.0,0.0,0.0,No,3
E100615,31.0,Male,Medical,Divorced,Development,Technical Lead,Travel_Frequently,3.0,4,2,73.0,3,3,3,9.0,No,12.0,1,9.0,3.0,3,2.0,2.0,2.0,2.0,No,2
E100616,33.0,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,5.0,4,3,63.0,2,1,4,1.0,No,13.0,3,2.0,2.0,2,2.0,2.0,0.0,2.0,No,3
E100617,34.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,2.0,4,4,84.0,2,2,1,6.0,No,13.0,2,13.0,3.0,3,11.0,9.0,5.0,9.0,No,3
E100618,37.0,Female,Medical,Married,Development,Technical Lead,Travel_Rarely,1.0,2,3,83.0,2,1,1,2.0,No,14.0,1,17.0,2.0,2,3.0,1.0,0.0,2.0,No,3
E100619,45.0,Male,Life Sciences,Married,Development,Technical Lead,Travel_Frequently,7.0,4,1,77.0,4,2,3,4.0,No,17.0,4,9.0,1.0,3,3.0,2.0,0.0,2.0,No,4
E100620,37.0,Male,Medical,Divorced,Development,Developer,Travel_Frequently,10.0,3,1,61.0,3,3,3,6.0,No,11.0,2,17.0,5.0,3,1.0,0.0,0.0,0.0,Yes,3
E100621,39.0,Female,Technical Degree,Single,Development,Developer,Travel_Frequently,2.0,4,3,64.0,3,3,3,0.0,No,25.0,4,20.0,1.0,3,19.0,6.0,11.0,8.0,No,4
E100625,42.0,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,17.0,2,4,82.0,4,2,1,3.0,Yes,13.0,3,10.0,1.0,3,3.0,2.0,0.0,2.0,No,3
E100627,29.0,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,20.0,2,4,45.0,3,2,4,2.0,No,14.0,4,10.0,2.0,3,3.0,2.0,0.0,2.0,No,3
E100628,25.0,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,1.0,3,1,62.0,3,2,3,0.0,No,12.0,4,5.0,3.0,3,4.0,2.0,1.0,2.0,No,3
E100629,42.0,Female,Medical,Divorced,Development,Developer,Travel_Rarely,2.0,3,4,56.0,2,1,1,0.0,Yes,11.0,3,10.0,4.0,3,9.0,6.0,7.0,8.0,No,3
E100630,40.0,Male,Medical,Divorced,Data Science,Data Scientist,Travel_Rarely,2.0,2,1,49.0,3,5,3,0.0,No,19.0,4,22.0,5.0,3,21.0,7.0,3.0,9.0,No,2
E100631,51.0,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1.0,3,3,96.0,3,1,4,1.0,No,11.0,2,1.0,0.0,2,1.0,0.0,0.0,0.0,No,3
E100637,32.0,Male,Life Sciences,Married,Development,Technical Lead,Travel_Frequently,7.0,3,2,100.0,4,1,2,1.0,No,20.0,3,5.0,3.0,1,5.0,1.0,0.0,3.0,No,3
E100639,38.0,Male,Life Sciences,Married,Sales,Sales Executive,Non-Travel,2.0,2,4,39.0,2,2,4,3.0,No,18.0,4,13.0,0.0,3,8.0,7.0,7.0,5.0,No,3
E100640,32.0,Male,Technical Degree,Single,Development,Developer,Travel_Rarely,2.0,1,4,84.0,2,2,1,4.0,No,13.0,4,9.0,5.0,3,6.0,2.0,0.0,4.0,No,3
E100641,46.0,Female,Technical Degree,Married,Sales,Manager,Travel_Rarely,2.0,3,3,75.0,1,4,2,3.0,Yes,12.0,2,28.0,2.0,2,7.0,7.0,7.0,7.0,No,3
E100642,28.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2.0,4,1,79.0,3,1,3,2.0,No,11.0,3,5.0,5.0,1,0.0,0.0,0.0,0.0,Yes,3
E100644,29.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,2.0,3,1,78.0,2,2,2,2.0,No,19.0,2,10.0,2.0,3,0.0,0.0,0.0,0.0,No,3
E100645,31.0,Male,Medical,Married,Data Science,Data Scientist,Travel_Rarely,23.0,3,2,64.0,2,2,4,0.0,No,21.0,2,10.0,2.0,3,9.0,0.0,7.0,8.0,No,4
E100647,25.0,Male,Life Sciences,Divorced,Development,Developer,Non-Travel,5.0,2,2,85.0,4,2,1,1.0,No,12.0,4,6.0,2.0,3,6.0,3.0,1.0,5.0,No,3
E100650,45.0,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,20.0,2,3,79.0,3,4,4,0.0,Yes,14.0,2,21.0,2.0,3,20.0,7.0,4.0,10.0,No,3
E100652,55.0,Male,Medical,Single,Development,Developer,Travel_Rarely,1.0,3,4,81.0,3,5,1,0.0,Yes,14.0,3,37.0,2.0,3,36.0,10.0,4.0,13.0,No,3
E100655,28.0,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,9.0,3,4,94.0,3,1,4,1.0,No,23.0,4,5.0,3.0,2,5.0,2.0,0.0,4.0,No,4
E100656,37.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,6.0,4,3,98.0,3,2,4,4.0,No,14.0,2,7.0,5.0,4,5.0,4.0,0.0,1.0,No,4
E100657,21.0,Male,Medical,Single,Development,Developer,Travel_Rarely,3.0,2,4,100.0,2,1,3,1.0,No,17.0,1,3.0,4.0,4,3.0,2.0,1.0,0.0,No,4
E100658,37.0,Female,Medical,Divorced,Development,Developer,Non-Travel,1.0,4,1,80.0,3,3,4,2.0,Yes,18.0,1,15.0,2.0,3,5.0,2.0,0.0,2.0,No,3
E100659,35.0,Female,Life Sciences,Divorced,Development,Technical Lead,Travel_Rarely,22.0,3,2,71.0,4,3,2,7.0,No,18.0,2,10.0,6.0,2,7.0,7.0,6.0,2.0,No,3
E100660,38.0,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,7.0,2,1,44.0,4,2,1,1.0,Yes,24.0,3,8.0,3.0,3,8.0,0.0,7.0,7.0,No,4
E100662,26.0,Female,Life Sciences,Divorced,Data Science,Data Scientist,Travel_Frequently,1.0,3,3,84.0,3,2,2,1.0,No,20.0,1,6.0,6.0,1,6.0,5.0,1.0,4.0,No,3
E100663,50.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,4.0,1,1,96.0,3,5,2,3.0,No,14.0,1,28.0,4.0,2,10.0,4.0,1.0,6.0,No,2
E100664,53.0,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,3.0,4,3,45.0,3,4,3,3.0,Yes,16.0,4,21.0,5.0,2,5.0,3.0,1.0,3.0,No,3
E100665,42.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1.0,1,2,99.0,3,2,3,1.0,No,25.0,3,20.0,3.0,3,20.0,16.0,11.0,6.0,No,2
E100668,26.0,Male,Medical,Married,Development,Developer,Travel_Frequently,11.0,2,1,60.0,3,2,1,1.0,Yes,13.0,3,5.0,3.0,3,5.0,3.0,3.0,3.0,No,3
E100669,37.0,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,1.0,3,4,42.0,3,1,4,1.0,No,12.0,2,17.0,3.0,3,17.0,12.0,5.0,7.0,No,3
E100670,44.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Frequently,24.0,3,4,43.0,3,1,3,3.0,Yes,22.0,4,19.0,0.0,1,1.0,0.0,0.0,0.0,Yes,3
E100671,38.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,23.0,4,4,82.0,3,2,4,9.0,No,14.0,2,10.0,2.0,3,2.0,2.0,1.0,2.0,No,3
E100672,26.0,Male,Medical,Divorced,Data Science,Data Scientist,Travel_Rarely,16.0,4,1,45.0,3,1,2,2.0,Yes,13.0,4,5.0,2.0,3,3.0,2.0,0.0,2.0,Yes,3
E100673,28.0,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,8.0,2,4,66.0,3,1,4,1.0,No,21.0,4,5.0,3.0,3,5.0,3.0,0.0,2.0,No,4
E100674,49.0,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,10.0,4,3,35.0,3,5,1,9.0,Yes,11.0,4,22.0,4.0,3,3.0,2.0,1.0,2.0,No,3
E100677,31.0,Female,Marketing,Divorced,Sales,Sales Representative,Travel_Frequently,5.0,3,4,84.0,3,1,2,1.0,No,11.0,3,2.0,5.0,2,2.0,2.0,2.0,2.0,No,3
E100679,26.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,4.0,4,4,48.0,2,2,4,1.0,Yes,12.0,2,8.0,0.0,3,8.0,7.0,7.0,4.0,Yes,3
E100681,37.0,Male,Medical,Married,Development,Developer,Travel_Frequently,9.0,3,2,53.0,3,1,4,1.0,Yes,12.0,3,4.0,3.0,2,4.0,2.0,1.0,2.0,No,2
E100682,42.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,26.0,3,3,77.0,3,4,2,5.0,No,14.0,4,23.0,2.0,4,20.0,4.0,4.0,8.0,No,3
E100683,18.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,3.0,3,3,54.0,3,1,3,1.0,No,13.0,3,0.0,2.0,3,0.0,0.0,0.0,0.0,Yes,3
E100684,35.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,16.0,3,3,96.0,3,3,2,0.0,No,15.0,3,12.0,3.0,2,11.0,9.0,6.0,9.0,No,3
E100685,36.0,Male,Life Sciences,Married,Development,Developer,Travel_Frequently,18.0,4,3,81.0,4,1,4,4.0,No,18.0,4,4.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E100686,51.0,Male,Medical,Divorced,Development,Technical Lead,Travel_Rarely,2.0,3,4,84.0,1,2,2,5.0,No,18.0,4,13.0,3.0,3,4.0,1.0,1.0,2.0,No,3
E100688,41.0,Male,Life Sciences,Single,Sales,Manager,Travel_Rarely,2.0,4,4,88.0,3,4,2,1.0,No,19.0,2,22.0,2.0,3,22.0,10.0,0.0,4.0,No,3
E100689,18.0,Female,Medical,Single,Sales,Sales Representative,Travel_Rarely,10.0,3,4,69.0,2,1,3,1.0,No,12.0,1,0.0,2.0,3,0.0,0.0,0.0,0.0,No,3
E100690,28.0,Male,Medical,Single,Data Science,Data Scientist,Travel_Rarely,16.0,2,2,68.0,4,2,1,0.0,No,19.0,3,9.0,2.0,3,8.0,3.0,0.0,7.0,No,3
E100695,39.0,Male,Medical,Divorced,Development,Technical Lead,Travel_Rarely,1.0,3,3,48.0,4,3,4,0.0,No,17.0,1,19.0,5.0,2,18.0,10.0,3.0,7.0,No,3
E100697,36.0,Female,Life Sciences,Married,Development,Technical Lead,Non-Travel,24.0,4,2,47.0,3,2,2,7.0,No,15.0,3,11.0,3.0,3,9.0,8.0,0.0,8.0,No,3
E100698,32.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,7.0,3,4,91.0,2,2,3,1.0,No,14.0,3,13.0,3.0,2,13.0,8.0,4.0,8.0,No,3
E100699,38.0,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,25.0,2,1,81.0,2,3,2,3.0,No,17.0,3,19.0,2.0,3,10.0,8.0,0.0,1.0,No,3
E100701,31.0,Male,Technical Degree,Married,Development,Developer,Travel_Rarely,5.0,4,3,86.0,3,1,4,0.0,Yes,12.0,3,6.0,4.0,3,5.0,2.0,0.0,3.0,No,3
E100702,31.0,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,2.0,3,1,62.0,2,2,1,3.0,No,12.0,4,9.0,1.0,3,2.0,2.0,1.0,0.0,No,2
E100703,45.0,Male,Life Sciences,Divorced,Development,Technical Lead,Travel_Frequently,7.0,3,1,97.0,3,3,1,1.0,No,18.0,1,24.0,2.0,3,24.0,9.0,9.0,11.0,No,3
E100704,31.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,2.0,4,3,32.0,3,1,4,0.0,Yes,18.0,2,3.0,2.0,1,2.0,2.0,2.0,2.0,No,3
E100706,33.0,Female,Life Sciences,Married,Development,Developer,Travel_Frequently,5.0,4,4,74.0,3,3,2,6.0,No,11.0,2,12.0,2.0,3,10.0,6.0,8.0,8.0,No,3
E100707,39.0,Male,Medical,Married,Development,Developer,Travel_Rarely,10.0,1,3,99.0,3,4,1,1.0,Yes,14.0,4,21.0,3.0,3,21.0,9.0,11.0,10.0,No,3
E100708,43.0,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,10.0,4,3,33.0,3,1,4,0.0,No,19.0,1,9.0,5.0,3,8.0,7.0,1.0,7.0,No,3
E100709,49.0,Female,Technical Degree,Single,Development,Technical Lead,Travel_Rarely,1.0,2,3,90.0,2,4,3,7.0,Yes,12.0,4,25.0,2.0,3,7.0,1.0,0.0,7.0,No,3
E100712,27.0,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,5.0,3,3,85.0,3,1,2,1.0,Yes,12.0,2,4.0,2.0,2,4.0,3.0,1.0,2.0,No,3
E100714,32.0,Female,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,8.0,2,3,65.0,2,2,2,1.0,Yes,11.0,4,13.0,2.0,3,13.0,12.0,11.0,9.0,No,3
E100715,27.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,2.0,3,4,74.0,3,2,3,1.0,Yes,11.0,1,5.0,3.0,3,5.0,4.0,0.0,4.0,No,3
E100716,31.0,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,7.0,3,4,73.0,3,2,4,4.0,No,12.0,4,13.0,3.0,3,7.0,7.0,1.0,7.0,No,3
E100717,32.0,Female,Medical,Single,Development,Technical Lead,Travel_Rarely,2.0,4,1,74.0,4,2,4,7.0,No,16.0,3,10.0,0.0,2,7.0,7.0,0.0,7.0,No,3
E100719,30.0,Female,Medical,Married,Development,Delivery Manager,Travel_Rarely,28.0,2,4,64.0,3,2,4,1.0,No,13.0,4,11.0,2.0,3,10.0,8.0,1.0,9.0,No,3
E100722,39.0,Male,Medical,Married,Development,Developer,Travel_Frequently,7.0,2,3,54.0,2,5,4,1.0,No,15.0,1,21.0,2.0,3,21.0,9.0,13.0,3.0,No,3
E100723,39.0,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,3.0,2,4,41.0,3,2,3,4.0,Yes,18.0,1,12.0,3.0,2,1.0,0.0,0.0,0.0,Yes,3
E100724,33.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,10.0,3,2,46.0,2,2,4,3.0,No,14.0,3,9.0,6.0,2,7.0,7.0,0.0,1.0,No,4
E100725,47.0,Male,Life Sciences,Married,Data Science,Data Scientist,Travel_Rarely,5.0,5,4,42.0,3,5,3,4.0,No,11.0,2,21.0,2.0,3,3.0,2.0,1.0,1.0,No,3
E100727,27.0,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,1.0,1,3,73.0,3,2,2,0.0,Yes,13.0,4,6.0,0.0,3,5.0,4.0,1.0,4.0,No,3
E100729,43.0,Female,Life Sciences,Married,Development,Delivery Manager,Travel_Rarely,7.0,3,3,43.0,3,3,1,8.0,No,16.0,1,10.0,1.0,2,1.0,0.0,0.0,0.0,No,3
E100730,45.0,Male,Other,Married,Development,Developer,Travel_Rarely,8.0,4,4,75.0,3,2,4,9.0,No,14.0,1,12.0,3.0,3,10.0,9.0,9.0,8.0,No,3
E100731,40.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,1.0,2,2,57.0,1,2,4,2.0,Yes,22.0,3,6.0,2.0,2,4.0,3.0,0.0,2.0,No,3
E100732,29.0,Male,Other,Married,Development,Developer,Travel_Rarely,8.0,4,2,77.0,1,1,1,1.0,Yes,11.0,4,7.0,4.0,2,7.0,7.0,0.0,7.0,Yes,3
E100734,30.0,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,5.0,3,4,30.0,2,2,3,1.0,No,13.0,3,10.0,2.0,3,10.0,9.0,1.0,2.0,No,3
E100736,27.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,8.0,4,2,56.0,3,2,2,1.0,No,18.0,1,8.0,3.0,3,8.0,7.0,0.0,7.0,No,3
E100738,37.0,Male,Medical,Divorced,Development,Delivery Manager,Travel_Rarely,5.0,2,4,61.0,3,2,4,7.0,No,16.0,3,8.0,2.0,2,6.0,2.0,0.0,4.0,No,3
E100739,38.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,15.0,2,3,92.0,2,3,4,0.0,Yes,14.0,2,12.0,3.0,3,11.0,10.0,2.0,9.0,No,3
E100740,31.0,Female,Medical,Single,Development,Delivery Manager,Travel_Rarely,7.0,4,3,39.0,3,3,4,1.0,Yes,14.0,3,11.0,2.0,2,11.0,9.0,4.0,10.0,No,3
E100741,29.0,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,10.0,1,4,39.0,2,2,2,1.0,Yes,14.0,1,7.0,2.0,3,7.0,7.0,1.0,7.0,No,3
E100742,35.0,Male,Technical Degree,Single,Development,Delivery Manager,Travel_Rarely,5.0,4,3,62.0,3,3,2,0.0,No,13.0,4,17.0,5.0,3,16.0,6.0,0.0,13.0,No,3
E100744,41.0,Male,Medical,Single,Development,Developer,Travel_Rarely,6.0,3,4,95.0,2,2,2,6.0,Yes,15.0,4,8.0,3.0,3,5.0,4.0,1.0,2.0,No,3
E100745,47.0,Male,Medical,Single,Sales,Sales Representative,Travel_Frequently,4.0,1,2,99.0,3,2,3,3.0,No,19.0,1,5.0,3.0,3,0.0,0.0,0.0,0.0,No,3
E100746,42.0,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,23.0,5,1,44.0,3,4,4,2.0,No,14.0,2,16.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E100747,29.0,Male,Life Sciences,Married,Sales,Sales Executive,Non-Travel,2.0,3,4,61.0,3,2,3,1.0,No,14.0,1,4.0,3.0,2,4.0,3.0,0.0,2.0,No,3
E100748,42.0,Male,Technical Degree,Divorced,Human Resources,Human Resources,Travel_Rarely,2.0,1,3,52.0,3,1,3,0.0,Yes,11.0,3,4.0,5.0,3,3.0,2.0,1.0,0.0,No,3
E100752,37.0,Male,Medical,Divorced,Development,Delivery Manager,Travel_Rarely,6.0,3,3,51.0,4,2,1,4.0,Yes,13.0,1,13.0,2.0,3,7.0,7.0,6.0,7.0,No,3
E100754,26.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1.0,3,3,57.0,3,2,3,1.0,No,17.0,2,8.0,3.0,3,8.0,7.0,7.0,7.0,No,3
E100756,21.0,Female,Technical Degree,Single,Sales,Sales Representative,Travel_Frequently,1.0,1,1,99.0,2,1,2,1.0,Yes,11.0,3,3.0,3.0,3,3.0,2.0,1.0,2.0,Yes,2
E100757,36.0,Female,Medical,Single,Sales,Sales Executive,Non-Travel,1.0,5,4,45.0,3,2,4,4.0,No,15.0,2,7.0,6.0,3,1.0,0.0,0.0,0.0,No,3
E100759,36.0,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,3.0,4,1,48.0,2,3,4,4.0,No,11.0,1,16.0,2.0,3,13.0,9.0,1.0,12.0,No,2
E100760,57.0,Male,Medical,Married,Development,Developer,Travel_Rarely,1.0,4,4,88.0,3,2,3,2.0,No,11.0,3,15.0,2.0,3,3.0,2.0,1.0,2.0,No,3
E100761,40.0,Female,Life Sciences,Married,Development,Delivery Manager,Travel_Rarely,10.0,4,4,46.0,4,1,3,3.0,Yes,13.0,3,10.0,3.0,3,7.0,7.0,1.0,7.0,No,3
E100762,21.0,Male,Medical,Single,Sales,Sales Representative,Non-Travel,9.0,2,1,39.0,3,1,4,1.0,No,24.0,3,3.0,3.0,2,3.0,2.0,2.0,2.0,No,2
E100766,41.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,4.0,3,1,56.0,3,2,2,1.0,No,18.0,3,8.0,5.0,3,8.0,7.0,7.0,7.0,Yes,2
E100770,40.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,22.0,2,3,68.0,2,2,3,2.0,Yes,12.0,1,8.0,6.0,3,6.0,4.0,1.0,0.0,Yes,3
E100771,31.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,9.0,4,3,42.0,2,1,2,0.0,Yes,16.0,4,3.0,5.0,3,2.0,2.0,2.0,2.0,No,3
E100772,21.0,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,12.0,3,3,90.0,4,1,2,1.0,No,15.0,4,1.0,0.0,3,1.0,0.0,0.0,0.0,Yes,3
E100773,29.0,Male,Life Sciences,Single,Development,Delivery Manager,Travel_Rarely,23.0,3,4,54.0,3,1,4,9.0,No,16.0,4,6.0,4.0,3,3.0,2.0,1.0,2.0,No,3
E100774,35.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,9.0,4,3,97.0,2,2,2,9.0,No,19.0,3,10.0,5.0,3,1.0,1.0,0.0,0.0,No,3
E100775,27.0,Male,Medical,Divorced,Data Science,Data Scientist,Travel_Rarely,1.0,2,4,82.0,3,1,2,1.0,No,11.0,2,5.0,2.0,3,5.0,2.0,0.0,4.0,No,3
E100776,28.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,9.0,4,2,92.0,3,2,4,1.0,No,16.0,4,7.0,1.0,3,7.0,5.0,0.0,7.0,No,3
E100777,49.0,Male,Other,Single,Development,Delivery Manager,Travel_Rarely,7.0,3,2,31.0,2,3,3,8.0,No,24.0,3,26.0,2.0,3,5.0,2.0,0.0,0.0,No,3
